rank,netrtg,adjt,luck,sos,sos_ooc,team,year
161,+0.57,66.5,-.003,+4.56,-3.40,Georgia Tech,2023
112,+5.38,71.1,+.018,+1.95,+9.23,UT Arlington,2024
64,+12.27,67.8,-.053,+8.58,-0.82,Vanderbilt,2022
116,+6.06,70.7,+.115,+11.11,+9.57,Cincinnati,2021
352,-18.70,69.5,-.004,-1.67,-1.35,Evansville,2023
198,-2.82,67.9,+.058,-1.59,+1.67,Monmouth,2024
229,-5.09,65.9,-.059,+2.60,-0.51,Rice,2024
163,+0.46,66.4,+.013,+3.21,+6.98,Tarleton St.,2023
59,+13.70,67.6,+.010,+10.26,-2.06,Providence,2024
100,+7.56,67.9,-.000,+11.47,-3.00,Rutgers,2024
5,+24.43,68.8,+.017,+11.91,-0.76,Texas,2023
194,-1.53,65.1,+.065,-7.94,-1.92,Norfolk St.,2023
351,-23.47,67.0,-.086,-3.36,+15.77,Arkansas Pine Bluff,2021
164,+0.49,61.5,+.047,-5.37,-3.25,Jacksonville,2022
128,+3.90,67.5,-.083,+14.00,+7.59,Michigan,2024
111,+5.65,65.5,+.001,+7.32,-4.01,Pittsburgh,2020
169,-0.63,67.5,-.014,-3.07,-0.75,Delaware,2024
326,-15.46,65.7,-.057,-6.62,-10.52,Presbyterian,2021
181,-1.14,68.1,-.098,-1.50,-0.22,Florida Atlantic,2021
87,+8.93,65.6,-.002,+5.06,-5.88,Oregon St.,2020
228,-4.70,62.3,+.012,-0.91,+2.97,Sacramento St.,2023
233,-5.41,72.7,+.051,-3.37,-7.46,Cal St. Northridge,2024
114,+4.55,64.9,-.080,+5.61,-6.99,Boston College,2022
212,-2.90,70.5,+.036,-0.55,-1.06,Massachusetts,2023
357,-22.83,66.1,-.011,-3.83,-0.56,Siena,2024
233,-5.36,66.6,-.108,+8.12,+1.69,Oregon St.,2022
21,+19.41,69.3,-.068,+11.19,+1.64,St. John's,2024
164,+0.17,69.0,+.046,+1.30,-11.70,Wyoming,2021
70,+12.11,62.5,-.074,+6.91,+1.16,Davidson,2021
307,-12.64,68.9,-.041,-2.13,+3.96,Tennessee Martin,2022
139,+2.84,64.6,-.033,+1.30,+10.84,North Dakota St.,2021
270,-8.54,63.3,-.103,+7.93,+0.86,California,2023
108,+6.02,65.2,-.070,+7.43,-1.80,Mississippi,2022
100,+6.45,71.9,+.040,+4.98,-4.53,Georgetown,2019
253,-7.87,69.2,+.051,-2.71,+12.89,UT Arlington,2021
138,+2.94,67.5,+.085,-6.02,-1.34,Montana St.,2022
51,+14.89,68.9,+.128,+6.83,+1.78,Utah St.,2024
40,+15.00,68.4,-.008,+8.85,-1.12,Providence,2020
52,+13.55,69.0,+.020,+5.50,-5.02,N.C. State,2023
226,-4.86,67.1,-.045,-5.11,-0.52,Iona,2024
44,+14.96,67.4,-.078,+9.53,-0.01,Michigan,2023
89,+8.39,67.1,+.036,-2.36,+6.77,Hofstra,2023
211,-3.34,67.6,+.031,+0.98,+6.82,Penn,2022
164,+0.49,61.5,+.047,-5.37,-3.25,Jacksonville,2022
56,+14.17,71.2,-.060,+13.22,+4.87,Xavier,2024
266,-9.69,66.1,+.082,-7.36,-13.45,Marist,2021
240,-6.01,68.3,+.044,-7.19,-2.66,UMBC,2022
215,-3.28,66.5,+.085,-8.10,+2.23,Northwestern St.,2023
259,-7.29,63.1,+.092,-4.92,-5.16,Niagara,2023
104,+6.39,68.3,+.034,+9.57,+1.07,Miami FL,2020
137,+3.05,64.3,+.018,+9.10,-5.63,Texas A&M,2021
321,-14.72,71.0,+.054,+9.28,+3.26,Portland,2021
104,+6.21,69.6,-.021,-0.92,+2.85,UC Irvine,2023
311,-13.22,68.9,-.004,-3.67,+2.66,Eastern Illinois,2021
36,+17.56,68.5,-.109,+12.27,+5.59,Duke,2021
273,-8.63,67.5,-.054,-7.07,-8.23,Tennessee St.,2022
290,-9.85,66.4,-.035,+6.19,+1.57,Louisville,2023
177,-0.69,71.8,-.048,-1.91,-0.26,James Madison,2021
170,-0.18,68.9,-.032,-0.28,-1.07,VMI,2022
190,-1.33,72.8,-.033,-0.29,-3.87,Coastal Carolina,2020
279,-9.70,69.9,-.023,+3.31,-0.66,Pepperdine,2022
198,-3.62,69.0,-.112,+5.34,+1.99,Illinois St.,2021
244,-6.43,66.7,+.032,-3.40,+2.11,Winthrop,2023
3,+29.67,66.6,+.007,+16.44,+2.51,Michigan,2021
20,+21.12,67.6,+.037,+12.31,+10.05,BYU,2021
350,-23.01,66.8,-.021,+0.42,+15.56,Idaho,2021
1,+30.95,72.5,-.039,+4.24,-2.88,Gonzaga,2022
44,+15.78,67.6,-.077,+15.67,-5.46,Utah,2021
83,+10.06,66.6,-.035,+9.02,-0.52,Maryland,2022
45,+14.85,68.0,+.013,+7.60,+1.15,USC,2023
120,+4.65,62.5,+.046,+2.60,+2.60,Charlotte,2024
123,+4.45,67.6,+.072,+11.25,+4.66,Georgia Tech,2024
72,+11.23,59.5,+.025,+7.03,-4.06,Virginia,2022
106,+5.93,60.4,-.007,-0.62,-7.31,Charlotte,2023
23,+17.99,64.2,-.023,+8.94,-3.90,Maryland,2023
143,+2.13,67.5,-.096,-4.58,-2.84,Ohio,2024
132,+3.27,67.3,-.089,+0.76,-3.07,Rhode Island,2022
160,+0.65,62.0,+.046,-3.56,+4.03,Northern Kentucky,2023
106,+6.09,65.8,+.075,+8.67,+1.52,Stanford,2022
102,+6.39,66.1,-.049,+2.42,-2.39,Wichita St.,2023
226,-4.86,67.1,-.045,-5.11,-0.52,Iona,2024
70,+11.40,67.1,-.040,+0.77,-3.01,Missouri St.,2022
215,-3.28,66.5,+.085,-8.10,+2.23,Northwestern St.,2023
211,-2.75,72.1,+.004,+0.55,+5.82,Buffalo,2023
8,+25.10,66.1,-.025,+15.43,+3.82,Colorado,2021
82,+10.33,67.9,+.014,+7.47,+3.17,Oregon,2022
37,+15.34,66.5,+.105,+9.77,+2.91,Wisconsin,2022
356,-22.52,67.2,+.024,-7.21,-1.84,Lindenwood,2024
138,+2.94,67.5,+.085,-6.02,-1.34,Montana St.,2022
100,+8.54,67.2,+.053,+12.76,+24.70,UCF,2021
211,-2.75,72.1,+.004,+0.55,+5.82,Buffalo,2023
160,+0.57,71.8,+.021,+3.10,+5.87,UTSA,2021
27,+16.61,66.7,-.019,+12.15,+6.27,Michigan,2022
275,-9.02,65.5,-.023,-6.56,-9.93,Marist,2023
108,+5.88,65.0,+.039,+1.23,-0.46,Grand Canyon,2023
17,+19.38,67.6,+.056,+2.65,-2.85,Florida Atlantic,2023
193,-1.62,71.7,+.041,-2.86,-1.64,Cornell,2022
93,+8.86,67.7,-.104,+8.22,+5.87,San Francisco,2021
27,+17.83,66.8,-.130,+12.38,+2.88,Minnesota,2020
43,+16.40,65.5,+.072,+16.72,-4.52,Oregon St.,2021
200,-1.89,67.1,-.103,-3.52,+4.65,Detroit Mercy,2023
117,+4.90,67.2,-.070,+9.14,-5.58,Oklahoma St.,2024
201,-3.89,71.0,+.096,-3.74,-1.65,Louisiana,2021
76,+11.52,69.0,+.045,+5.44,+2.76,Colorado St.,2021
196,-2.76,68.3,-.064,+2.55,-3.02,Illinois Chicago,2024
108,+5.88,65.0,+.039,+1.23,-0.46,Grand Canyon,2023
285,-9.43,69.1,-.007,-7.57,-1.78,Southern Indiana,2023
38,+16.69,70.9,+.032,+3.07,-4.40,Indiana St.,2024
183,-2.26,65.7,+.023,+10.30,-1.41,Vanderbilt,2024
65,+12.78,68.2,-.061,+9.22,+10.89,Richmond,2021
111,+7.21,69.0,-.109,+9.40,+11.37,Rhode Island,2021
125,+4.83,71.4,+.023,+4.09,+22.06,Oral Roberts,2021
322,-13.71,69.5,-.070,-5.40,+13.59,Arkansas Pine Bluff,2023
347,-19.69,67.2,+.003,-4.57,+5.26,Maryland Eastern Shore,2024
104,+8.25,68.6,-.128,+12.70,-3.13,Vanderbilt,2021
276,-9.11,64.4,-.052,-2.22,+0.64,Cal St. Bakersfield,2022
200,-2.94,64.8,-.109,-1.95,-2.65,Jacksonville St.,2024
75,+11.68,62.9,+.037,+10.85,+2.91,Saint Mary's,2021
67,+12.11,64.3,-.079,+8.25,+4.50,Washington St.,2023
19,+21.42,59.9,+.025,+12.05,+0.24,Virginia,2021
219,-3.99,68.6,-.024,+8.00,-2.35,Georgia,2022
287,-10.52,69.2,+.059,-7.43,+0.62,Illinois Chicago,2022
231,-6.29,69.7,+.023,+6.01,+6.01,UC San Diego,2021
37,+15.85,66.2,+.006,+6.85,+0.93,Boise St.,2023
228,-5.39,68.9,-.040,-0.24,+0.30,La Salle,2019
52,+13.55,69.0,+.020,+5.50,-5.02,N.C. State,2023
19,+19.44,66.4,-.018,+12.09,+4.91,Clemson,2024
194,-1.53,65.1,+.065,-7.94,-1.92,Norfolk St.,2023
320,-13.03,65.1,+.031,-4.61,+0.68,William & Mary,2023
36,+17.02,66.1,-.026,+9.30,+5.84,Colorado St.,2024
280,-9.85,65.9,-.047,+1.64,-4.07,Duquesne,2022
95,+7.38,69.3,+.014,+4.50,-3.21,UNLV,2023
359,-22.93,67.7,-.078,-5.10,+4.10,Stonehill,2024
57,+13.07,68.7,+.107,+7.33,-5.09,Missouri,2023
232,-5.08,65.0,+.023,-3.15,-1.57,Wofford,2023
8,+26.47,67.2,+.002,+10.43,-7.05,Iowa St.,2024
241,-6.04,70.5,+.011,-0.69,-5.12,The Citadel,2022
173,-0.17,66.2,-.177,-5.03,-3.47,Murray St.,2021
104,+6.61,63.3,+.078,-2.20,+2.30,Vermont,2024
234,-6.49,62.7,-.032,+0.99,-4.60,Charlotte,2021
83,+9.66,71.9,-.063,-3.04,-3.82,Marshall,2023
297,-12.34,66.5,+.036,-1.84,+4.38,North Florida,2021
216,-4.20,73.0,+.066,-6.29,+3.03,Tennessee Martin,2024
76,+10.83,70.8,-.014,+2.35,-1.82,Santa Clara,2022
10,+24.32,63.7,-.024,+6.27,+4.81,Loyola Chicago,2021
,,,,,,Kansas City,2021
363,-29.52,72.4,-.024,-8.20,+5.79,LIU,2023
313,-12.80,69.6,+.003,-2.43,-5.33,Coastal Carolina,2024
193,-2.94,67.0,-.028,+6.33,+5.09,Valparaiso,2021
159,+0.79,67.2,+.038,+6.42,+2.47,Wyoming,2024
110,+7.43,70.7,+.050,-5.84,-5.87,Belmont,2021
4,+27.28,72.6,+.057,+11.07,+10.46,Alabama,2023
301,-10.98,68.9,+.019,-4.19,-10.43,Illinois Chicago,2023
216,-3.29,65.7,+.030,+8.56,-7.80,Minnesota,2023
304,-11.06,67.6,-.022,+13.04,+1.61,DePaul,2024
284,-11.20,66.1,-.033,-4.75,+0.18,High Point,2021
38,+16.69,70.9,+.032,+3.07,-4.40,Indiana St.,2024
18,+19.35,64.9,+.051,+7.65,+1.77,Duke,2023
68,+12.30,67.0,+.089,+10.47,+13.71,Wichita St.,2021
171,-0.14,69.9,-.120,+17.29,+4.15,Iowa St.,2021
180,-0.73,67.3,+.036,+0.58,-8.84,East Carolina,2023
202,-3.98,72.1,+.027,+10.62,+15.47,Saint Joseph's,2021
318,-12.96,67.7,+.002,-1.77,+7.97,Nebraska Omaha,2023
114,+4.55,64.9,-.080,+5.61,-6.99,Boston College,2022
316,-14.19,67.6,-.041,-4.09,+10.52,Rider,2021
59,+13.54,65.7,+.118,+13.29,+7.71,Louisville,2021
36,+17.56,68.5,-.109,+12.27,+5.59,Duke,2021
231,-4.89,67.8,+.012,-1.52,+5.53,North Florida,2023
54,+14.36,66.5,-.027,+14.43,+11.86,Seton Hall,2021
300,-10.73,68.0,-.016,+2.66,-4.50,Valparaiso,2024
150,+1.60,67.3,+.062,-0.97,+2.05,Georgia St.,2022
72,+11.13,67.7,-.090,+3.47,+0.33,SMU,2024
116,+4.48,66.3,+.083,+3.71,-1.69,Temple,2022
168,-0.10,67.0,+.056,+3.03,+15.12,Northeastern,2021
62,+12.51,65.5,-.093,+9.81,-4.94,Maryland,2024
340,-17.64,65.6,+.040,-2.01,-5.14,Chicago St.,2022
283,-8.86,67.7,-.000,-1.04,+6.91,Oral Roberts,2024
24,+17.94,68.8,+.027,+7.30,-2.67,Miami FL,2023
158,+1.12,66.2,+.076,-0.59,+3.83,Monmouth,2022
209,-3.94,66.2,+.035,-0.68,-2.40,Mercer,2024
269,-8.48,63.2,+.068,+1.53,-8.80,Air Force,2022
269,-8.48,63.2,+.068,+1.53,-8.80,Air Force,2022
358,-20.51,65.7,+.004,-8.25,-2.09,Lamar,2023
120,+5.34,64.6,+.069,+14.50,-0.56,Butler,2021
26,+17.02,65.9,+.014,+11.74,-5.00,TCU,2022
125,+3.72,68.2,+.025,-2.07,+0.57,Belmont,2023
303,-10.98,69.9,+.060,-7.77,+0.23,Bethune Cookman,2024
93,+8.11,65.5,+.009,-3.55,-7.00,Grand Canyon,2022
172,-0.12,64.7,+.018,-0.99,+6.13,Stetson,2023
281,-9.28,66.9,-.077,-1.68,-5.29,Georgia St.,2023
262,-8.05,68.6,+.067,-3.25,+3.49,USC Upstate,2022
114,+6.43,64.7,-.067,+15.58,+3.18,California,2021
63,+12.31,68.6,+.059,+5.66,+5.47,VCU,2022
84,+9.82,69.0,+.034,+10.47,+0.42,Georgia,2024
344,-16.96,64.5,-.104,-4.90,-4.13,Presbyterian,2023
215,-3.28,66.5,+.085,-8.10,+2.23,Northwestern St.,2023
19,+18.86,63.3,-.062,+7.88,-0.53,Virginia Tech,2022
243,-6.33,65.7,-.111,-4.55,-4.80,East Tennessee St.,2023
36,+15.70,69.6,+.031,+12.22,+5.86,Oklahoma,2020
77,+9.97,62.9,-.032,+1.92,+6.11,North Texas,2020
245,-6.55,69.4,+.028,-10.92,-9.14,Texas A&M Corpus Chris,2022
301,-10.98,68.9,+.019,-4.19,-10.43,Illinois Chicago,2023
309,-12.92,64.3,+.005,-5.31,-0.56,Fairfield,2021
77,+10.82,64.9,+.001,+7.92,-10.43,Rutgers,2022
344,-19.44,69.6,-.093,-3.59,+3.71,Texas A&M Corpus Chris,2021
273,-8.93,71.1,+.046,-8.79,-2.63,Tennessee Martin,2023
188,-1.20,72.1,-.140,+4.65,+2.67,Pepperdine,2023
277,-10.72,68.4,-.011,-6.24,+13.05,Florida A&M,2021
16,+21.85,67.2,+.049,+15.20,+3.72,Oregon,2021
103,+6.74,68.8,-.025,+6.63,-7.91,DePaul,2022
291,-10.83,64.6,+.066,-2.16,+6.69,Austin Peay,2022
115,+4.55,70.2,-.035,+6.90,+4.11,Nevada,2022
12,+20.93,68.3,+.072,+10.72,+2.69,Creighton,2020
149,+1.44,70.7,-.049,+4.48,+3.81,Ball St.,2021
132,+3.24,69.1,-.004,-0.19,-1.90,Stephen F. Austin,2023
94,+8.80,66.0,+.033,+8.41,+6.76,Loyola Marymount,2021
266,-7.85,67.0,-.025,-6.34,-5.61,Ball St.,2024
175,-0.48,70.1,-.110,+8.39,-1.94,Georgetown,2022
156,+1.20,68.0,-.021,+6.42,-6.33,Georgia Tech,2022
248,-7.42,69.0,-.122,-4.61,-2.07,UNC Wilmington,2021
182,-1.18,66.7,-.165,-3.83,+12.76,Gardner Webb,2021
64,+12.27,67.8,-.053,+8.58,-0.82,Vanderbilt,2022
281,-9.28,66.9,-.077,-1.68,-5.29,Georgia St.,2023
62,+12.97,69.9,+.011,+17.03,+0.16,Minnesota,2021
161,+0.73,70.9,-.040,+4.72,+1.60,New Mexico,2022
217,-5.08,66.5,+.043,-3.09,-1.13,South Alabama,2021
93,+7.65,65.6,-.111,+0.55,+3.55,South Alabama,2023
280,-8.63,69.0,-.048,-1.08,-0.88,Georgia Southern,2024
63,+12.91,69.7,+.008,+14.96,+4.64,Georgetown,2021
168,+0.17,66.6,+.039,-1.69,-1.74,UTEP,2022
146,+2.04,65.5,+.155,-2.36,-5.48,UNC Wilmington,2022
219,-4.41,66.3,+.087,-7.45,+2.15,Norfolk St.,2024
94,+7.61,67.0,+.053,+10.29,+2.04,Nebraska,2023
36,+16.04,64.3,-.003,+10.08,-4.90,Penn St.,2023
270,-8.03,64.8,+.121,-7.26,+1.41,Western Illinois,2024
35,+17.63,64.7,-.024,+17.10,-1.11,Maryland,2021
156,+0.89,62.1,-.021,-1.48,+1.21,Missouri St.,2023
349,-17.64,68.8,+.038,-8.14,-1.05,Bethune Cookman,2023
66,+11.76,68.0,-.001,+12.52,-0.37,West Virginia,2022
9,+26.19,70.6,-.038,+12.17,+6.99,North Carolina,2024
101,+7.52,70.3,+.047,-1.68,-0.38,Charleston,2024
108,+6.02,65.2,-.070,+7.43,-1.80,Mississippi,2022
106,+6.49,67.8,+.102,+4.78,+1.94,UAB,2024
125,+4.83,71.4,+.023,+4.09,+22.06,Oral Roberts,2021
198,-1.70,63.5,-.074,-6.45,-1.42,Drexel,2023
100,+8.54,67.2,+.053,+12.76,+24.70,UCF,2021
120,+4.66,65.9,+.021,+4.89,+1.26,Temple,2023
39,+16.47,67.5,-.073,+9.25,-4.17,Cincinnati,2024
48,+15.04,69.6,+.035,+8.57,+5.66,VCU,2021
97,+7.94,67.3,+.005,+9.71,+8.35,Arizona St.,2022
98,+7.96,63.1,-.028,+9.05,+0.68,UCLA,2024
207,-2.88,66.2,-.048,-4.13,-7.54,Marist,2022
86,+9.05,69.4,-.012,+5.12,-2.32,Wake Forest,2023
278,-9.16,69.0,+.022,+1.60,-6.18,UTSA,2023
120,+3.97,69.0,+.060,+0.21,+5.38,Hofstra,2022
58,+13.06,66.2,-.057,+10.12,+2.49,Seton Hall,2023
34,+17.07,67.1,-.037,+11.36,+0.68,Mississippi St.,2024
268,-8.54,66.7,-.045,-3.19,-2.19,Miami OH,2023
239,-5.77,66.3,+.111,-3.03,-4.61,Siena,2022
132,+3.61,66.7,-.087,+11.64,-2.56,Northwestern,2020
306,-12.66,69.2,-.035,+2.63,+0.99,Middle Tennessee,2021
234,-6.49,62.7,-.032,+0.99,-4.60,Charlotte,2021
199,-2.43,64.7,-.122,-1.28,+2.63,Dartmouth,2022
256,-8.19,67.4,-.078,+1.08,-5.63,Southern Miss,2021
102,+6.39,66.1,-.049,+2.42,-2.39,Wichita St.,2023
264,-9.49,72.7,-.035,+2.79,-3.32,Samford,2021
184,-2.27,70.6,+.001,-1.13,-10.43,Tulsa,2024
157,+1.03,64.2,-.117,+2.92,+0.40,Fresno St.,2020
114,+6.43,64.7,-.067,+15.58,+3.18,California,2021
180,-1.06,70.9,+.092,-2.65,+15.53,Sam Houston St.,2021
108,+7.79,68.0,+.003,+1.48,-2.78,UNC Greensboro,2021
101,+7.24,67.6,-.051,+2.81,-5.61,Cincinnati,2022
106,+6.09,65.8,+.075,+8.67,+1.52,Stanford,2022
125,+4.28,65.7,-.080,+4.21,+0.94,Davidson,2024
280,-10.97,69.5,-.025,-3.72,-19.28,Purdue Fort Wayne,2021
131,+3.38,70.3,+.040,-2.21,-2.82,Abilene Christian,2022
335,-17.04,66.8,-.047,-8.13,-3.67,Milwaukee,2022
176,-0.48,69.0,+.031,-8.63,+1.13,Texas A&M Corpus Chris,2023
233,-5.41,72.7,+.051,-3.37,-7.46,Cal St. Northridge,2024
195,-1.54,65.8,+.028,-5.16,-0.09,Cleveland St.,2023
74,+10.83,61.8,-.102,+5.86,+4.24,North Texas,2024
295,-12.08,68.2,+.024,-4.29,-0.50,NJIT,2021
150,+1.15,65.2,-.075,-0.74,-2.63,Richmond,2023
75,+10.69,65.6,-.011,+5.27,+0.34,VCU,2024
183,-2.26,65.7,+.023,+10.30,-1.41,Vanderbilt,2024
241,-6.04,70.5,+.011,-0.69,-5.12,The Citadel,2022
175,-0.98,68.6,+.033,-5.23,-2.59,Fairfield,2024
239,-5.77,66.3,+.111,-3.03,-4.61,Siena,2022
46,+15.77,67.1,-.024,+9.96,-5.38,Oklahoma,2024
118,+5.40,71.6,-.057,+3.71,+0.22,Massachusetts,2021
309,-11.41,66.3,+.055,-10.83,+1.24,Merrimack,2023
124,+4.96,74.6,-.055,+15.42,+9.09,South Carolina,2021
341,-18.04,69.8,-.000,-4.09,-3.53,Hampton,2024
51,+14.89,68.9,+.128,+6.83,+1.78,Utah St.,2024
179,-0.86,67.7,+.074,+1.11,-8.14,East Carolina,2022
117,+4.90,67.2,-.070,+9.14,-5.58,Oklahoma St.,2024
21,+20.61,65.5,-.068,+12.99,-1.27,Connecticut,2021
33,+15.69,66.7,-.010,+7.33,-5.58,Texas A&M,2022
305,-11.42,68.6,+.022,-3.30,+0.99,Western Michigan,2024
294,-11.86,67.7,-.039,+3.60,-4.14,New Mexico,2021
36,+17.02,66.1,-.026,+9.30,+5.84,Colorado St.,2024
229,-4.86,66.6,+.095,-1.59,-1.60,Murray St.,2023
300,-10.73,68.0,-.016,+2.66,-4.50,Valparaiso,2024
180,-0.73,67.3,+.036,+0.58,-8.84,East Carolina,2023
137,+3.05,64.3,+.018,+9.10,-5.63,Texas A&M,2021
18,+19.46,70.7,+.038,+9.08,-2.78,Arkansas,2022
77,+11.22,69.4,-.103,+4.72,+1.09,BYU,2023
355,-22.42,71.5,-.005,-3.11,+11.70,Houston Christian,2024
278,-10.73,72.4,-.093,-8.05,+2.41,New Orleans,2021
35,+16.22,69.5,-.053,+8.80,-6.42,Illinois,2023
319,-13.56,65.9,-.062,-4.65,-5.78,William & Mary,2024
63,+12.31,68.6,+.059,+5.66,+5.47,VCU,2022
214,-3.22,63.6,+.015,+6.59,-7.14,Oregon St.,2023
103,+8.32,64.9,-.061,-1.44,+2.54,Grand Canyon,2021
121,+3.89,63.9,+.008,+10.49,+2.00,Butler,2022
56,+13.21,64.7,-.110,+4.64,-0.58,UCF,2023
76,+10.59,71.6,+.036,+5.00,+5.32,Memphis,2024
312,-11.62,68.1,-.011,-8.89,+1.71,Alabama A&M,2023
145,+2.22,66.1,+.115,-7.31,-7.20,Longwood,2022
8,+25.15,67.3,-.010,+8.22,-4.58,Duke,2022
63,+12.42,69.7,+.093,-3.41,-6.82,James Madison,2024
194,-2.62,68.9,-.014,-8.87,-6.29,Little Rock,2024
291,-10.00,68.5,+.036,-6.95,+1.20,Tennessee St.,2024
102,+7.24,65.9,+.018,+0.25,+3.97,Saint Peter's,2022
281,-8.81,70.4,+.042,+0.67,+0.50,Utah Tech,2024
227,-4.66,68.8,+.076,-0.97,-0.08,James Madison,2022
94,+8.33,65.8,-.072,-0.24,+3.95,Louisiana Tech,2024
123,+3.84,69.1,+.030,-1.88,+3.09,Stephen F. Austin,2022
290,-9.98,66.3,+.065,+2.53,+6.67,New Mexico St.,2024
267,-8.39,69.9,+.021,-5.40,-5.98,Ball St.,2022
71,+12.02,67.8,-.011,+10.91,-6.18,N.C. State,2021
311,-13.19,69.4,-.002,-6.05,+10.52,Alabama St.,2022
146,+1.87,65.9,-.086,+5.85,+6.06,Bradley,2021
100,+6.51,70.3,-.107,-5.06,-7.14,Indiana St.,2023
169,-0.13,66.1,+.199,-0.83,+20.35,Cleveland St.,2021
40,+16.41,66.8,+.043,+5.79,-1.43,Nevada,2024
226,-4.86,67.1,-.045,-5.11,-0.52,Iona,2024
44,+14.46,66.3,-.084,+5.09,-3.37,Washington St.,2022
183,-1.01,69.5,-.048,+5.94,+3.48,SMU,2023
323,-13.80,65.6,-.055,-2.35,+0.37,Western Michigan,2023
353,-25.23,71.6,-.109,-4.49,+2.06,South Carolina St.,2021
277,-8.46,65.1,+.148,-3.62,+3.06,Central Michigan,2024
144,+1.94,68.5,-.009,+11.87,+2.81,West Virginia,2024
115,+6.34,69.8,+.023,+3.94,+8.03,Kent St.,2021
285,-9.43,69.1,-.007,-7.57,-1.78,Southern Indiana,2023
224,-4.23,68.6,-.030,+2.23,-3.01,San Diego,2023
164,+0.17,69.0,+.046,+1.30,-11.70,Wyoming,2021
226,-4.86,67.1,-.045,-5.11,-0.52,Iona,2024
143,+2.70,68.6,-.092,+8.84,-13.51,Temple,2021
206,-3.85,68.8,-.001,+3.49,+0.62,Rhode Island,2024
36,+17.56,68.5,-.109,+12.27,+5.59,Duke,2021
313,-12.83,67.1,+.048,-2.37,+3.41,Cleveland St.,2020
312,-13.27,68.5,-.066,-5.49,+13.07,St. Francis PA,2021
274,-9.02,62.4,+.049,-8.29,-8.70,American,2023
288,-9.73,66.6,+.019,-7.42,+1.69,Tennessee Tech,2023
34,+15.73,67.9,+.016,+10.71,-0.60,Indiana,2020
292,-10.36,67.8,-.008,-3.19,-5.17,Valparaiso,2023
21,+18.65,68.6,-.052,+9.10,-1.21,LSU,2022
70,+11.52,67.7,+.028,+11.49,+0.06,Kansas St.,2024
341,-18.04,69.8,-.000,-4.09,-3.53,Hampton,2024
308,-11.32,62.9,+.055,-5.99,-7.57,Saint Peter's,2023
262,-8.50,65.6,-.047,-8.04,-4.59,Campbell,2020
145,+1.79,66.7,-.137,+9.94,-1.29,Missouri,2024
356,-20.11,67.7,+.012,-4.82,+1.13,Delaware St.,2023
188,-1.20,72.1,-.140,+4.65,+2.67,Pepperdine,2023
200,-3.83,68.5,-.012,+7.06,+5.97,La Salle,2021
177,-0.58,65.3,+.004,-2.74,+2.89,UC Riverside,2022
256,-6.98,71.2,+.147,-0.25,-4.26,San Diego,2024
166,+0.40,64.8,-.066,+3.34,-3.95,Notre Dame,2023
76,+10.59,71.6,+.036,+5.00,+5.32,Memphis,2024
59,+13.54,65.7,+.118,+13.29,+7.71,Louisville,2021
360,-22.05,66.9,-.076,-5.79,-7.15,IUPUI,2023
52,+13.61,67.3,+.033,+8.91,+0.99,Seton Hall,2022
211,-2.75,72.1,+.004,+0.55,+5.82,Buffalo,2023
96,+8.64,67.7,-.086,+2.56,+2.70,Furman,2021
183,-1.15,69.6,-.022,-2.63,-2.11,Louisiana,2022
24,+19.03,67.6,+.014,+9.34,-1.47,Colorado,2024
299,-12.39,70.6,+.017,-6.04,+3.84,Fairleigh Dickinson,2021
327,-15.31,72.2,+.086,-9.09,-4.66,Fairleigh Dickinson,2024
344,-21.34,68.3,-.042,-3.21,+0.04,Holy Cross,2020
248,-7.42,69.0,-.122,-4.61,-2.07,UNC Wilmington,2021
310,-11.57,66.7,-.006,-4.12,-1.55,Northeastern,2023
232,-5.08,65.0,+.023,-3.15,-1.57,Wofford,2023
339,-17.84,65.9,-.009,-1.06,-1.55,Cal Poly,2024
23,+19.29,72.7,-.040,+8.94,-0.17,Kentucky,2024
296,-10.54,68.3,+.019,-1.40,-2.89,Coastal Carolina,2023
261,-8.95,64.4,-.052,+0.81,+11.46,Tarleton St.,2021
165,+0.43,68.6,+.012,+4.20,+1.15,Massachusetts,2020
278,-9.16,69.0,+.022,+1.60,-6.18,UTSA,2023
74,+10.83,61.8,-.102,+5.86,+4.24,North Texas,2024
80,+10.51,66.6,-.066,+5.17,-4.12,Virginia Tech,2023
50,+13.78,67.2,+.086,+9.11,-0.67,Creighton,2022
97,+8.64,68.3,-.068,+10.58,-4.78,Pittsburgh,2021
46,+15.77,67.1,-.024,+9.96,-5.38,Oklahoma,2024
131,+3.39,67.8,-.023,-6.54,-5.76,Youngstown St.,2023
152,+1.20,67.4,+.140,+2.72,+5.55,Old Dominion,2021
246,-6.47,72.6,+.070,-0.27,-5.28,UT Rio Grande Valley,2023
299,-12.39,70.6,+.017,-6.04,+3.84,Fairleigh Dickinson,2021
99,+7.15,69.3,+.045,+2.91,+1.71,Colorado St.,2020
145,+1.79,66.7,-.137,+9.94,-1.29,Missouri,2024
329,-14.48,65.2,-.002,-2.16,-3.33,Cal St. Northridge,2023
20,+18.53,71.1,-.051,+7.27,+5.98,Memphis,2023
11,+24.22,66.8,-.018,+11.96,+4.99,Creighton,2024
310,-12.97,69.6,-.042,-5.44,+4.80,McNeese St.,2022
161,+0.35,66.9,-.005,-3.40,-6.80,Longwood,2024
181,-1.14,68.1,-.098,-1.50,-0.22,Florida Atlantic,2021
