rank,netrtg,adjt,luck,sos,sos_ooc,team,year
320,-13.03,65.1,+.031,-4.61,+0.68,William & Mary,2023
122,+3.86,66.2,-.121,+6.09,-1.26,Utah,2022
198,-2.82,67.9,+.058,-1.59,+1.67,Monmouth,2024
362,-24.40,68.5,-.024,-3.35,+8.36,Chicago St.,2025
321,-13.99,66.2,+.038,-6.40,-0.73,Holy Cross,2025
182,-2.25,68.9,-.006,-7.55,+1.51,Texas A&M Corpus Chris,2024
204,-3.42,64.7,-.042,+10.00,-2.90,Seton Hall,2025
46,+16.98,67.8,+.017,+12.81,-2.92,Nebraska,2025
242,-6.32,62.6,+.118,-7.15,-0.90,Vermont,2025
215,-4.29,65.7,-.003,-2.70,-0.06,Hampton,2025
355,-22.53,70.8,-.100,-6.26,+4.98,Mississippi Valley St.,2022
285,-9.10,70.3,-.010,-1.27,-3.01,FIU,2024
247,-6.62,63.9,-.026,+1.95,-2.98,Richmond,2025
169,-0.63,67.5,-.014,-3.07,-0.75,Delaware,2024
128,+3.39,67.4,-.006,-1.89,-11.28,George Washington,2025
356,-21.72,67.6,+.019,-6.17,-3.51,New Hampshire,2025
257,-7.89,65.0,-.009,-0.35,-4.28,Charlotte,2025
228,-4.70,62.3,+.012,-0.91,+2.97,Sacramento St.,2023
233,-5.41,72.7,+.051,-3.37,-7.46,Cal St. Northridge,2024
286,-10.45,69.2,+.119,-5.52,+9.07,Bethune Cookman,2025
212,-2.90,70.5,+.036,-0.55,-1.06,Massachusetts,2023
359,-23.01,66.4,-.078,-4.89,+3.85,Canisius,2025
79,+9.46,64.9,+.063,+0.69,-5.47,George Mason,2025
21,+19.41,69.3,-.068,+11.19,+1.64,St. John's,2024
40,+17.95,68.8,-.004,+14.90,-5.33,Oklahoma,2025
12,+23.17,68.9,-.051,+5.21,+7.70,Gonzaga,2024
48,+16.23,69.5,+.010,+13.38,-6.82,Vanderbilt,2025
5,+26.61,69.3,-.026,+13.35,+8.97,Tennessee,2024
14,+22.96,72.6,-.001,+14.71,+9.46,Alabama,2024
71,+11.30,61.0,-.012,+1.88,+1.90,North Texas,2025
288,-9.73,66.6,+.019,-7.42,+1.69,Tennessee Tech,2023
253,-7.87,69.2,+.051,-2.71,+12.89,UT Arlington,2021
305,-11.16,69.1,+.028,-5.47,+10.37,Texas Southern,2023
51,+14.89,68.9,+.128,+6.83,+1.78,Utah St.,2024
104,+5.79,67.9,+.011,+13.62,-4.30,Washington,2025
52,+13.55,69.0,+.020,+5.50,-5.02,N.C. State,2023
164,-0.21,68.2,+.083,-1.27,+3.33,UNC Asheville,2024
99,+6.70,69.5,-.017,+0.66,-8.40,UAB,2025
136,+2.73,72.8,-.086,+3.40,-3.43,Tulane,2024
263,-8.12,70.4,-.049,-7.57,-2.88,Sacred Heart,2025
121,+4.64,68.6,-.003,+8.94,+0.57,California,2024
89,+8.55,66.2,-.013,-4.15,+4.22,Lipscomb,2025
227,-5.11,66.1,+.025,-1.26,-2.19,Hawaii,2025
240,-6.01,68.3,+.044,-7.19,-2.66,UMBC,2022
301,-12.06,67.6,-.062,-0.31,+3.11,Utah Tech,2025
245,-5.92,64.8,+.052,-3.32,+4.29,Austin Peay,2024
105,+5.28,65.9,+.049,-4.06,-5.14,UNC Wilmington,2025
154,+1.12,68.1,-.037,+3.51,+1.48,Wichita St.,2024
1,+29.86,66.6,-.056,+10.39,-1.75,Connecticut,2023
256,-7.69,71.0,-.015,-6.57,-0.22,Portland St.,2022
112,+4.25,68.4,+.077,-1.54,+0.62,Utah Valley,2025
296,-10.54,68.3,+.019,-1.40,-2.89,Coastal Carolina,2023
33,+15.69,66.7,-.010,+7.33,-5.58,Texas A&M,2022
290,-9.85,66.4,-.035,+6.19,+1.57,Louisville,2023
296,-11.36,69.1,+.032,-1.57,+0.24,Southern Utah,2025
48,+16.23,69.5,+.010,+13.38,-6.82,Vanderbilt,2025
140,+2.52,67.1,+.027,-2.08,-4.36,Chattanooga,2024
151,+1.40,68.8,-.017,-0.76,+1.74,Louisiana,2024
6,+30.34,75.3,+.036,+20.14,+12.62,Alabama,2025
244,-6.43,66.7,+.032,-3.40,+2.11,Winthrop,2023
234,-5.63,70.6,+.007,-2.95,-0.09,UT Rio Grande Valley,2025
27,+17.94,69.2,+.058,+13.61,+5.20,Kansas,2024
48,+15.41,70.0,-.024,+10.29,+5.52,Utah,2024
193,-1.47,69.0,-.050,+2.14,-0.34,Abilene Christian,2023
28,+17.89,68.5,-.100,+9.00,-1.85,Wake Forest,2024
83,+10.06,66.6,-.035,+9.02,-0.52,Maryland,2022
51,+14.89,68.9,+.128,+6.83,+1.78,Utah St.,2024
120,+4.65,62.5,+.046,+2.60,+2.60,Charlotte,2024
108,+4.92,65.1,+.035,+2.38,-0.13,Jacksonville St.,2025
41,+17.78,72.5,-.002,+7.33,+5.42,New Mexico,2025
106,+5.93,60.4,-.007,-0.62,-7.31,Charlotte,2023
5,+30.93,63.7,+.029,+16.80,-1.04,Tennessee,2025
143,+2.13,67.5,-.096,-4.58,-2.84,Ohio,2024
,,,,,,Nicholls St.,2025
114,+5.33,64.4,+.049,-3.01,+5.54,Vermont,2023
134,+3.02,69.0,-.022,-4.17,+1.16,Youngstown St.,2024
165,-0.25,71.5,+.053,-0.30,+1.29,Long Beach St.,2024
154,+0.45,65.6,+.035,-3.57,+0.38,Cleveland St.,2025
207,-3.71,68.7,+.015,-4.77,-1.35,Portland St.,2025
215,-3.28,66.5,+.085,-8.10,+2.23,Northwestern St.,2023
245,-5.92,64.8,+.052,-3.32,+4.29,Austin Peay,2024
32,+17.30,64.5,+.007,+6.88,+6.97,Dayton,2024
182,-2.13,74.7,-.006,+0.88,+4.77,Cal Poly,2025
51,+14.89,68.9,+.128,+6.83,+1.78,Utah St.,2024
137,+2.50,69.2,-.018,-1.93,+4.07,South Dakota St.,2025
165,-0.06,67.7,+.085,-1.91,+0.38,Nebraska Omaha,2025
294,-10.48,64.0,-.108,-0.90,-0.56,Cal Poly,2023
211,-2.75,72.1,+.004,+0.55,+5.82,Buffalo,2023
236,-5.77,68.2,+.117,-1.95,+3.91,Toledo,2025
268,-7.96,70.5,+.018,-3.60,-1.61,Denver,2024
184,-2.27,70.6,+.001,-1.13,-10.43,Tulsa,2024
281,-9.77,66.5,+.032,-2.97,+1.44,Idaho,2025
268,-7.96,70.5,+.018,-3.60,-1.61,Denver,2024
151,+0.62,63.0,+.059,-2.13,+1.51,Radford,2025
100,+6.47,71.7,+.092,-3.34,+1.79,Akron,2025
126,+3.63,68.9,+.035,-3.72,+1.93,Northern Colorado,2025
64,+12.46,65.6,+.037,+1.06,-2.87,Liberty,2025
239,-5.84,72.2,+.008,-0.39,+4.76,Portland St.,2023
131,+3.73,66.5,+.077,-0.08,+9.87,Oakland,2024
332,-15.72,69.1,-.050,-0.92,+3.77,Green Bay,2025
204,-3.59,69.5,+.078,+0.69,+7.03,Gardner Webb,2024
196,-2.76,68.3,-.064,+2.55,-3.02,Illinois Chicago,2024
122,+3.83,67.4,-.039,+8.74,-9.46,DePaul,2025
205,-3.49,68.2,-.001,+0.52,-4.25,Valparaiso,2025
38,+16.69,70.9,+.032,+3.07,-4.40,Indiana St.,2024
121,+3.85,67.8,-.001,+3.43,-0.37,Saint Louis,2025
118,+4.03,71.1,+.019,-1.91,-0.26,Samford,2025
244,-6.43,66.7,+.032,-3.40,+2.11,Winthrop,2023
33,+17.18,65.6,+.005,+8.43,-6.46,Pittsburgh,2024
322,-13.71,69.5,-.070,-5.40,+13.59,Arkansas Pine Bluff,2023
133,+2.90,68.1,+.077,-5.15,-8.52,Robert Morris,2025
220,-4.61,66.1,-.058,-4.29,-4.13,Campbell,2025
165,+0.34,70.3,-.027,-4.80,+2.98,Oral Roberts,2022
200,-2.94,64.8,-.109,-1.95,-2.65,Jacksonville St.,2024
272,-9.06,65.0,-.006,-2.16,+5.12,Houston Christian,2025
67,+12.11,64.3,-.079,+8.25,+4.50,Washington St.,2023
189,-2.28,66.1,-.063,-2.23,+4.83,Montana St.,2025
219,-3.99,68.6,-.024,+8.00,-2.35,Georgia,2022
96,+6.93,66.5,-.097,+9.70,-0.65,Providence,2025
35,+17.02,66.6,-.033,+12.06,+5.10,Texas A&M,2024
104,+6.61,63.3,+.078,-2.20,+2.30,Vermont,2024
93,+7.21,66.0,+.010,+5.73,+3.62,UNLV,2025
52,+13.55,69.0,+.020,+5.50,-5.02,N.C. State,2023
19,+19.44,66.4,-.018,+12.09,+4.91,Clemson,2024
34,+19.53,66.3,-.054,+1.32,-4.12,VCU,2025
214,-4.24,67.7,-.060,-2.93,+0.76,Wright St.,2025
347,-18.18,66.4,-.109,-4.32,-1.32,Bellarmine,2025
281,-9.77,66.5,+.032,-2.97,+1.44,Idaho,2025
95,+7.38,69.3,+.014,+4.50,-3.21,UNLV,2023
237,-5.91,69.7,-.003,+1.13,-3.37,Fordham,2025
320,-13.97,65.9,+.056,-7.65,-5.54,Binghamton,2025
13,+26.35,70.3,-.048,+16.93,+5.19,Arizona,2025
8,+26.47,67.2,+.002,+10.43,-7.05,Iowa St.,2024
195,-2.81,70.5,-.064,-3.42,-1.35,Ohio,2025
215,-4.15,64.8,+.001,-6.98,-7.76,Marist,2024
232,-5.08,65.0,+.023,-3.15,-1.57,Wofford,2023
330,-15.03,67.5,-.006,+0.10,+7.60,Oral Roberts,2025
170,-0.45,63.4,-.028,-3.11,+3.10,Appalachian St.,2025
77,+9.98,66.2,+.039,+4.86,+4.92,Dayton,2025
216,-4.20,73.0,+.066,-6.29,+3.03,Tennessee Martin,2024
19,+23.57,68.6,-.055,+13.34,-9.28,Missouri,2025
314,-13.00,64.0,-.004,-2.15,+2.62,Sacramento St.,2024
111,+5.52,66.8,+.036,+4.79,+6.12,Northern Iowa,2024
363,-29.52,72.4,-.024,-8.20,+5.79,LIU,2023
282,-8.82,65.6,+.072,+0.41,+0.31,Middle Tennessee,2024
122,+3.83,67.4,-.039,+8.74,-9.46,DePaul,2025
264,-8.09,69.2,+.013,-3.10,+3.25,Lipscomb,2022
305,-12.42,66.8,-.030,-8.22,-5.46,Loyola MD,2025
229,-4.86,66.6,+.095,-1.59,-1.60,Murray St.,2023
6,+26.55,72.2,-.047,+11.12,+10.47,Arizona,2024
118,+4.03,71.1,+.019,-1.91,-0.26,Samford,2025
304,-11.06,67.6,-.022,+13.04,+1.61,DePaul,2024
93,+7.21,66.0,+.010,+5.73,+3.62,UNLV,2025
206,-3.85,68.8,-.001,+3.49,+0.62,Rhode Island,2024
121,+3.85,67.8,-.001,+3.43,-0.37,Saint Louis,2025
164,-0.02,65.3,+.030,+6.80,-1.29,Virginia Tech,2025
186,-1.25,65.3,+.021,+1.07,+4.22,East Tennessee St.,2022
180,-0.73,67.3,+.036,+0.58,-8.84,East Carolina,2023
150,+0.81,67.6,-.028,-3.18,+4.04,Texas A&M Corpus Chris,2025
55,+14.19,67.3,+.045,+9.88,-0.11,Oregon,2024
322,-14.15,65.3,-.022,-8.11,-5.23,Niagara,2025
23,+23.22,64.6,-.046,+8.32,+3.67,Clemson,2025
180,-1.87,66.0,+.023,-11.90,-3.03,Central Connecticut,2025
9,+26.19,70.6,-.038,+12.17,+6.99,North Carolina,2024
108,+6.02,65.2,-.070,+7.43,-1.80,Mississippi,2022
258,-7.90,71.3,-.014,-2.36,-1.96,Mercer,2025
23,+17.99,64.2,-.023,+8.94,-3.90,Maryland,2023
322,-14.15,65.3,-.022,-8.11,-5.23,Niagara,2025
72,+11.13,67.7,-.090,+3.47,+0.33,SMU,2024
4,+35.05,68.2,+.026,+19.63,+10.51,Auburn,2025
229,-5.23,68.8,+.046,+1.66,-1.43,La Salle,2025
61,+12.60,68.6,-.027,+11.83,+2.05,Butler,2024
336,-16.53,69.2,+.000,-3.22,-1.47,North Carolina A&T,2025
140,+2.16,65.4,-.127,+1.44,-2.11,Duquesne,2025
93,+7.21,66.0,+.010,+5.73,+3.62,UNLV,2025
149,+0.92,72.7,+.007,-6.41,+0.34,Bryant,2025
200,-2.89,67.8,+.057,-3.06,+6.63,Jacksonville,2025
17,+24.32,71.5,-.022,+17.14,+3.60,Illinois,2025
23,+23.22,64.6,-.046,+8.32,+3.67,Clemson,2025
105,+5.28,65.9,+.049,-4.06,-5.14,UNC Wilmington,2025
186,-2.23,67.1,+.011,-3.36,-0.53,Southeastern Louisiana,2025
26,+17.02,65.9,+.014,+11.74,-5.00,TCU,2022
101,+6.29,71.4,+.060,-3.03,-3.52,Grand Canyon,2025
10,+27.07,69.6,-.028,+12.51,-10.46,Maryland,2025
198,-2.85,67.4,-.091,-2.09,+11.59,Central Michigan,2025
172,-0.12,64.7,+.018,-0.99,+6.13,Stetson,2023
193,-2.61,67.7,-.130,+7.56,-2.20,Miami FL,2025
327,-14.66,69.8,+.108,-7.46,+5.05,Lindenwood,2025
328,-14.69,64.2,+.079,-6.88,+5.37,Morehead St.,2025
30,+20.83,64.6,-.036,+16.72,+7.93,Baylor,2025
84,+9.82,69.0,+.034,+10.47,+0.42,Georgia,2024
107,+4.94,67.1,+.078,+0.91,-9.03,Loyola Chicago,2025
362,-24.40,68.5,-.024,-3.35,+8.36,Chicago St.,2025
239,-6.08,64.0,-.104,+1.18,-0.13,Missouri St.,2025
243,-6.33,65.7,-.111,-4.55,-4.80,East Tennessee St.,2023
79,+9.46,64.9,+.063,+0.69,-5.47,George Mason,2025
73,+10.86,65.6,+.022,+8.02,+3.71,UNLV,2024
245,-6.55,69.4,+.028,-10.92,-9.14,Texas A&M Corpus Chris,2022
135,+2.90,75.3,-.036,-2.07,-3.00,Western Kentucky,2024
157,+0.83,70.9,-.039,-5.31,-9.05,Purdue Fort Wayne,2024
44,+17.02,65.2,-.089,+13.07,-2.25,Northwestern,2025
283,-8.86,67.7,-.000,-1.04,+6.91,Oral Roberts,2024
273,-8.93,71.1,+.046,-8.79,-2.63,Tennessee Martin,2023
178,-1.63,66.5,+.071,-6.42,+2.92,Norfolk St.,2025
348,-18.24,65.8,-.020,-3.90,-1.26,Sacramento St.,2025
168,-0.30,68.9,+.002,-4.11,-4.38,Marshall,2025
103,+6.74,68.8,-.025,+6.63,-7.91,DePaul,2022
277,-9.37,67.4,+.115,-4.05,-3.01,Eastern Michigan,2025
358,-22.62,65.8,-.113,-3.06,+10.16,Maryland Eastern Shore,2025
237,-5.53,65.6,+.002,+5.22,-4.05,Fresno St.,2024
149,+1.44,70.7,-.049,+4.48,+3.81,Ball St.,2021
328,-14.69,64.2,+.079,-6.88,+5.37,Morehead St.,2025
170,-0.45,63.4,-.028,-3.11,+3.10,Appalachian St.,2025
266,-7.85,67.0,-.025,-6.34,-5.61,Ball St.,2024
224,-4.76,65.0,-.017,-4.64,-5.26,Incarnate Word,2025
317,-12.80,69.1,-.011,-1.69,-0.77,Eastern Michigan,2023
46,+15.77,67.1,-.024,+9.96,-5.38,Oklahoma,2024
271,-8.04,67.5,-.031,-4.29,-7.22,Presbyterian,2024
64,+12.27,67.8,-.053,+8.58,-0.82,Vanderbilt,2022
281,-9.28,66.9,-.077,-1.68,-5.29,Georgia St.,2023
264,-8.22,69.2,-.011,-2.36,-0.06,Gardner Webb,2025
161,+0.73,70.9,-.040,+4.72,+1.60,New Mexico,2022
173,-0.68,68.9,+.017,-0.30,-2.21,Temple,2025
234,-5.43,66.3,+.101,-3.56,+9.64,Nicholls St.,2024
280,-8.63,69.0,-.048,-1.08,-0.88,Georgia Southern,2024
108,+4.92,65.1,+.035,+2.38,-0.13,Jacksonville St.,2025
168,+0.17,66.6,+.039,-1.69,-1.74,UTEP,2022
242,-5.73,69.6,-.076,+0.89,+2.06,Southern Utah,2024
219,-4.41,66.3,+.087,-7.45,+2.15,Norfolk St.,2024
69,+11.51,65.5,-.088,+14.55,-2.11,South Carolina,2025
157,+0.35,70.6,+.016,-1.16,-6.64,Rhode Island,2025
173,-0.68,68.9,+.017,-0.30,-2.21,Temple,2025
343,-17.91,69.1,-.091,-3.28,-0.53,Northern Illinois,2025
156,+0.89,62.1,-.021,-1.48,+1.21,Missouri St.,2023
348,-19.70,69.2,-.017,-2.32,+0.90,Buffalo,2024
322,-14.15,65.3,-.022,-8.11,-5.23,Niagara,2025
9,+26.19,70.6,-.038,+12.17,+6.99,North Carolina,2024
100,+6.47,71.7,+.092,-3.34,+1.79,Akron,2025
28,+21.73,69.1,+.054,+10.57,+7.18,Louisville,2025
106,+6.49,67.8,+.102,+4.78,+1.94,UAB,2024
341,-17.83,69.4,-.016,+1.43,+10.75,New Orleans,2025
198,-1.70,63.5,-.074,-6.45,-1.42,Drexel,2023
334,-16.01,66.2,+.070,-6.52,-3.16,Fairfield,2025
120,+4.66,65.9,+.021,+4.89,+1.26,Temple,2023
39,+16.47,67.5,-.073,+9.25,-4.17,Cincinnati,2024
196,-2.84,68.5,-.047,+0.37,-5.47,South Florida,2025
79,+10.29,71.1,+.013,+11.13,+2.89,Florida St.,2024
35,+19.44,67.3,+.044,+12.52,+5.73,Creighton,2025
155,+0.39,67.4,+.062,+2.47,-0.41,Loyola Marymount,2025
86,+9.05,69.4,-.012,+5.12,-2.32,Wake Forest,2023
108,+4.92,65.1,+.035,+2.38,-0.13,Jacksonville St.,2025
188,-2.41,68.8,-.027,+1.70,-5.96,Fordham,2024
115,+4.22,68.4,+.026,+8.42,+2.58,Syracuse,2025
218,-4.57,63.8,-.047,-3.24,+1.85,Hofstra,2025
191,-2.39,70.1,-.051,+1.44,+1.68,UTSA,2025
298,-11.45,64.1,+.007,-7.19,-0.12,Saint Peter's,2025
97,+8.09,63.8,-.033,+2.26,-3.27,George Mason,2024
306,-12.66,69.2,-.035,+2.63,+0.99,Middle Tennessee,2021
51,+15.13,66.3,+.028,+9.20,+13.55,San Diego St.,2025
184,-2.27,70.6,+.001,-1.13,-10.43,Tulsa,2024
314,-13.27,70.2,-.000,-6.75,+1.93,Howard,2025
102,+6.39,66.1,-.049,+2.42,-2.39,Wichita St.,2023
108,+4.92,65.1,+.035,+2.38,-0.13,Jacksonville St.,2025
202,-3.25,70.0,+.011,-4.41,-2.54,Northern Colorado,2024
119,+3.98,68.5,+.074,+2.67,+2.97,Middle Tennessee,2025
114,+6.43,64.7,-.067,+15.58,+3.18,California,2021
339,-17.84,65.9,-.009,-1.06,-1.55,Cal Poly,2024
228,-5.16,67.8,-.035,-1.55,-0.16,UT Arlington,2025
101,+7.24,67.6,-.051,+2.81,-5.61,Cincinnati,2022
124,+4.44,64.5,-.018,+0.57,-7.08,Southern Illinois,2024
125,+4.28,65.7,-.080,+4.21,+0.94,Davidson,2024
151,+0.62,63.0,+.059,-2.13,+1.51,Radford,2025
312,-12.98,65.0,-.073,-3.23,-3.07,IU Indy,2025
210,-3.97,68.3,-.030,-7.84,-3.27,Lamar,2024
226,-4.57,64.2,-.049,-4.73,-1.51,Campbell,2023
233,-5.41,72.7,+.051,-3.37,-7.46,Cal St. Northridge,2024
359,-23.01,66.4,-.078,-4.89,+3.85,Canisius,2025
183,-2.19,63.2,-.052,-4.72,-5.30,Drexel,2025
48,+16.23,69.5,+.010,+13.38,-6.82,Vanderbilt,2025
346,-19.43,67.8,+.045,-2.33,+1.37,North Carolina A&T,2024
75,+10.69,65.6,-.011,+5.27,+0.34,VCU,2024
199,-2.87,69.4,+.058,-4.41,-5.93,Youngstown St.,2025
66,+12.15,68.1,+.040,+3.40,-1.18,San Francisco,2025
150,+1.15,65.2,-.075,-0.74,-2.63,Richmond,2023
71,+11.30,61.0,-.012,+1.88,+1.90,North Texas,2025
46,+15.77,67.1,-.024,+9.96,-5.38,Oklahoma,2024
103,+5.87,68.9,-.001,+6.07,-8.11,Georgia Tech,2025
67,+11.80,65.9,+.032,-6.38,+4.47,McNeese St.,2024
32,+17.30,64.5,+.007,+6.88,+6.97,Dayton,2024
341,-18.04,69.8,-.000,-4.09,-3.53,Hampton,2024
22,+23.34,68.1,+.013,+16.98,-0.55,Mississippi,2025
171,-0.52,69.3,+.066,+1.64,+2.34,Illinois Chicago,2025
117,+4.90,67.2,-.070,+9.14,-5.58,Oklahoma St.,2024
53,+15.11,64.3,+.023,+13.19,+0.98,West Virginia,2025
33,+15.69,66.7,-.010,+7.33,-5.58,Texas A&M,2022
305,-11.42,68.6,+.022,-3.30,+0.99,Western Michigan,2024
157,+0.35,70.6,+.016,-1.16,-6.64,Rhode Island,2025
36,+17.02,66.1,-.026,+9.30,+5.84,Colorado St.,2024
,,,,,,California Baptist,2025
300,-10.73,68.0,-.016,+2.66,-4.50,Valparaiso,2024
123,+3.82,64.8,+.047,+0.84,-4.46,St. Bonaventure,2025
228,-5.16,67.8,-.035,-1.55,-0.16,UT Arlington,2025
18,+19.46,70.7,+.038,+9.08,-2.78,Arkansas,2022
77,+11.22,69.4,-.103,+4.72,+1.09,BYU,2023
16,+24.54,70.9,+.010,+18.23,+3.64,Kentucky,2025
315,-13.31,65.0,+.074,-6.51,+0.22,Rider,2025
339,-15.94,64.2,-.059,-10.75,-4.40,Central Connecticut,2023
192,-2.50,66.7,-.021,+9.93,-7.21,Georgetown,2024
320,-13.97,65.9,+.056,-7.65,-5.54,Binghamton,2025
15,+21.90,65.8,-.016,+13.44,+3.36,Baylor,2024
281,-9.77,66.5,+.032,-2.97,+1.44,Idaho,2025
200,-1.89,67.1,-.103,-3.52,+4.65,Detroit Mercy,2023
45,+15.90,68.0,+.014,+11.33,-4.99,N.C. State,2024
76,+10.59,71.6,+.036,+5.00,+5.32,Memphis,2024
10,+27.07,69.6,-.028,+12.51,-10.46,Maryland,2025
335,-16.49,67.2,-.027,-7.82,-2.30,Southern Indiana,2025
219,-4.41,66.3,+.087,-7.45,+2.15,Norfolk St.,2024
81,+9.26,66.3,+.029,+5.38,-4.04,Stanford,2025
48,+16.23,69.5,+.010,+13.38,-6.82,Vanderbilt,2025
42,+17.61,66.0,+.013,+6.55,+1.39,Colorado St.,2025
174,-0.91,64.1,-.007,+0.23,+14.14,Oakland,2025
86,+9.36,66.9,+.095,+8.78,-1.54,Mississippi,2024
,,,,,,Nicholls St.,2025
309,-11.41,66.3,+.055,-10.83,+1.24,Merrimack,2023
207,-3.71,68.7,+.015,-4.77,-1.35,Portland St.,2025
290,-9.98,66.3,+.065,+2.53,+6.67,New Mexico St.,2024
278,-9.53,70.1,-.049,-7.20,+12.38,Texas Southern,2025
66,+11.83,68.7,-.072,+9.02,-5.96,UCF,2024
302,-12.13,67.5,+.040,-0.23,+4.26,Charleston Southern,2025
304,-11.14,67.9,+.084,-5.21,+8.91,Jackson St.,2023
100,+6.51,70.3,-.107,-5.06,-7.14,Indiana St.,2023
47,+16.90,67.6,-.067,+14.25,-8.10,Texas,2025
174,-0.91,64.1,-.007,+0.23,+14.14,Oakland,2025
284,-10.36,66.6,-.033,+2.34,-0.21,Pacific,2025
218,-4.57,63.8,-.047,-3.24,+1.85,Hofstra,2025
183,-1.01,69.5,-.048,+5.94,+3.48,SMU,2023
284,-10.36,66.6,-.033,+2.34,-0.21,Pacific,2025
205,-3.49,68.2,-.001,+0.52,-4.25,Valparaiso,2025
277,-8.46,65.1,+.148,-3.62,+3.06,Central Michigan,2024
201,-3.19,68.4,+.123,-3.40,-0.76,UNC Asheville,2025
174,-0.91,64.1,-.007,+0.23,+14.14,Oakland,2025
285,-9.43,69.1,-.007,-7.57,-1.78,Southern Indiana,2023
274,-9.17,66.6,-.056,-6.25,-6.74,Ball St.,2025
333,-15.87,64.6,-.017,-3.33,-1.17,Stony Brook,2025
304,-11.06,67.6,-.022,+13.04,+1.61,DePaul,2024
79,+9.46,64.9,+.063,+0.69,-5.47,George Mason,2025
100,+7.56,67.9,-.000,+11.47,-3.00,Rutgers,2024
33,+20.02,68.3,-.002,+15.11,+0.65,Mississippi St.,2025
30,+20.83,64.6,-.036,+16.72,+7.93,Baylor,2025
19,+23.57,68.6,-.055,+13.34,-9.28,Missouri,2025
40,+16.41,66.8,+.043,+5.79,-1.43,Nevada,2024
270,-8.95,68.5,+.033,+1.45,-4.07,Portland,2025
286,-10.45,69.2,+.119,-5.52,+9.07,Bethune Cookman,2025
53,+13.36,68.6,+.010,+7.92,+0.98,Xavier,2022
227,-5.11,66.1,+.025,-1.26,-2.19,Hawaii,2025
70,+11.52,67.7,+.028,+11.49,+0.06,Kansas St.,2024
50,+15.42,68.9,+.001,+5.58,-3.77,SMU,2025
91,+8.20,69.7,-.007,+6.24,-2.60,Florida St.,2025
298,-10.64,67.3,+.027,-0.61,+1.58,Louisiana Monroe,2024
145,+1.79,66.7,-.137,+9.94,-1.29,Missouri,2024
286,-10.45,69.2,+.119,-5.52,+9.07,Bethune Cookman,2025
179,-1.81,65.5,-.022,-4.46,+3.26,Florida Gulf Coast,2025
155,+0.39,67.4,+.062,+2.47,-0.41,Loyola Marymount,2025
56,+14.74,63.4,-.066,+8.19,-6.34,Villanova,2025
322,-14.15,65.3,-.022,-8.11,-5.23,Niagara,2025
188,-2.26,65.5,-.084,-2.13,-7.85,Rice,2025
80,+10.26,70.8,+.132,+11.20,+3.27,Syracuse,2024
67,+11.95,72.2,+.047,+12.27,-1.17,UCF,2025
122,+3.83,67.4,-.039,+8.74,-9.46,DePaul,2025
119,+3.98,68.5,+.074,+2.67,+2.97,Middle Tennessee,2025
211,-2.75,72.1,+.004,+0.55,+5.82,Buffalo,2023
191,-2.39,70.1,-.051,+1.44,+1.68,UTSA,2025
166,-0.39,69.1,+.010,-3.96,+2.21,Lipscomb,2024
,,,,,,McNeese St.,2025
147,+1.08,66.1,-.020,-0.02,-4.75,Davidson,2025
327,-15.31,72.2,+.086,-9.09,-4.66,Fairleigh Dickinson,2024
343,-17.91,69.1,-.091,-3.28,-0.53,Northern Illinois,2025
248,-7.42,69.0,-.122,-4.61,-2.07,UNC Wilmington,2021
310,-11.57,66.7,-.006,-4.12,-1.55,Northeastern,2023
163,+0.07,67.3,+.180,-1.74,+8.50,Montana,2025
362,-24.40,68.5,-.024,-3.35,+8.36,Chicago St.,2025
159,+0.28,67.3,+.138,+1.97,+8.70,UC Riverside,2025
274,-9.17,66.6,-.056,-6.25,-6.74,Ball St.,2025
99,+6.70,69.5,-.017,+0.66,-8.40,UAB,2025
211,-4.00,66.2,-.059,-3.98,+2.17,Idaho St.,2025
278,-9.16,69.0,+.022,+1.60,-6.18,UTSA,2023
74,+10.83,61.8,-.102,+5.86,+4.24,North Texas,2024
142,+1.89,65.3,-.069,-3.36,-3.63,East Tennessee St.,2025
235,-5.67,70.6,-.017,-3.03,-1.53,Delaware,2025
107,+6.48,66.9,-.070,-0.69,-1.34,Seattle,2024
46,+15.77,67.1,-.024,+9.96,-5.38,Oklahoma,2024
43,+17.19,69.2,-.016,+10.29,-1.10,Xavier,2025
141,+2.11,68.9,+.004,-2.81,+2.43,Milwaukee,2025
246,-6.47,72.6,+.070,-0.27,-5.28,UT Rio Grande Valley,2023
277,-9.37,67.4,+.115,-4.05,-3.01,Eastern Michigan,2025
124,+4.03,64.7,+.011,+0.21,+3.30,Cal St. Fullerton,2023
145,+1.79,66.7,-.137,+9.94,-1.29,Missouri,2024
12,+26.57,68.0,-.047,+14.53,+0.01,Wisconsin,2025
293,-11.03,71.0,-.007,-2.17,+0.50,Southern Miss,2025
11,+24.22,66.8,-.018,+11.96,+4.99,Creighton,2024
225,-4.93,67.2,+.021,-7.68,+2.42,Little Rock,2025
161,+0.35,66.9,-.005,-3.40,-6.80,Longwood,2024
71,+11.30,61.0,-.012,+1.88,+1.90,North Texas,2025
36,+19.33,69.4,-.007,+15.21,-2.61,Arkansas,2025
32,+16.77,67.6,-.018,+9.68,+3.38,Auburn,2023
213,-4.08,65.5,-.071,+1.27,+2.36,Penn,2024
109,+5.70,69.2,+.013,+2.57,+3.88,Santa Clara,2024
